Molecular_Weight,LogP,H_Bond_Donors,H_Bond_Acceptors,TPSA,Rotatable_Bonds,Human_Oral_Bioavailability
538.3965416440171,4.563679124791539,3,3,101.8651221675618,9,1
430.48415707240105,2.518459651736345,2,8,45.116429234590996,8,1
298.9041111836921,3.0383271923845134,0,1,80.36575443873161,1,1
178.60125762871064,2.447623856732047,0,8,20.41520390138345,7,0
289.942044772048,0.3667009145863114,1,0,158.92817712569388,7,0
296.33249491203617,4.057164806830537,2,0,33.522721228909106,6,1
478.32278025212884,0.9654065370859906,3,4,115.56449316086889,7,1
436.9008621098459,-0.8297882349798231,4,5,177.80111933869043,2,0
549.245734159347,3.5183060713501746,4,5,105.8545033579732,5,0
362.4967163228772,0.2397747558493426,3,2,167.8466814571893,0,1
203.81741067223578,5.5832100904704,1,6,57.778645298784696,6,1
470.9601542503477,5.677500039018112,4,8,141.59286543001372,0,0
492.35327187760385,5.40405073154314,2,9,105.00252063576545,8,0
402.5747389062733,1.5911109017881109,1,7,135.28256982263437,0,1
496.93523097955244,-0.891803684297928,2,5,29.974618001798632,0,1
372.20801836397584,5.498229938114077,0,7,43.63825470499627,6,0
385.2297732218973,1.9972890382212003,1,4,41.29870857399652,1,0
342.3934582613473,5.766583733305687,4,7,129.946480864533,4,0
161.43860703484285,5.74533983962477,1,9,155.1105076213806,7,1
198.551142146987,4.971066188271521,1,3,139.938597121374,7,0
164.14313355903042,1.0611422444870997,1,9,24.875544437375066,2,0
436.3846850687012,1.6956841002134766,1,7,158.7543969719557,6,1
291.460191484347,4.9579567006179985,2,9,76.66346732690008,2,0
378.85681102411627,1.2184540360939438,0,1,83.5462132006532,5,1
558.4049132667419,0.18644922680264742,3,4,36.77906664519695,5,0
262.1815031169937,2.897608837208451,1,8,137.98483297501105,2,0
334.6723153660334,5.553083419125467,4,3,49.16542055615329,6,0
489.9980123443719,3.8722085767248107,1,5,110.23441472301383,2,1
252.9591744712301,2.990428190625555,4,0,154.51359774046898,7,1
184.64095942295685,-0.31976454360462025,2,8,34.272692593928994,9,1
280.3881538111956,3.305050586894188,4,0,105.65369024248376,3,0
222.549579264302,5.930376950729843,3,4,57.314625847968195,0,1
568.3639435541579,-0.0194118933443318,0,3,74.86829828452164,3,0
513.6541708039877,2.628307566546157,4,2,95.83519062888898,6,0
435.03169042969057,5.141611503495688,4,5,76.81668852468876,10,1
542.157265584473,4.185380324279431,0,1,123.81165444665216,3,0
511.6524346046015,3.8791101869668756,3,2,96.73313628068003,5,0
233.95652649871613,3.917388587909765,1,4,113.47191755426708,8,0
551.65154932049,1.5164380585382862,4,8,137.89159606318606,0,0
392.7040088620428,1.0551429098514538,0,1,109.23876255206999,4,0
513.3480698238282,4.665528088349595,2,9,113.84566954572145,10,1
553.2410849655719,4.670793762754265,0,7,110.3133668036226,6,1
293.1015637373388,5.069506230060726,2,1,80.6036201522063,0,1
199.52336603745454,5.392683867895299,3,4,73.9914934195069,3,1
252.57082314387375,2.5793967920265644,1,6,163.94358354320195,5,0
342.1985048818153,2.5106140628103972,0,7,117.20883556697166,1,0
518.1066446651218,4.588066252767426,4,0,59.096504874344724,9,0
537.3287624653545,3.5497475154443556,3,5,99.71963165583043,4,1
153.1284587390358,3.9137681408039233,0,0,72.85575700494624,10,0
379.8362861599046,4.570548686052708,4,1,169.39069180157992,9,1
337.83495141695056,5.230037392722964,0,0,21.20549810145196,0,1
249.9485147118286,1.3659660979607509,2,4,56.05324763400452,5,1
203.93941530015726,1.6290806684796082,0,9,78.45709114784923,5,1
301.9268271316326,-0.342126421113917,0,8,98.04956812939807,3,0
574.3093667606336,3.0479609869732176,0,5,156.1308028537834,7,1
295.4413194093398,-0.7484040834228054,3,0,34.06201992642302,3,1
383.45577978451473,2.2591861269272213,0,0,148.93838187858296,7,0
466.35853150283003,2.7985124429530366,4,1,28.904558297116054,7,1
313.6333210706823,1.005788764897991,2,8,154.77024564770906,4,1
587.3019372244323,3.1358328239830753,2,2,28.261676459922054,3,1
583.1012827239501,-0.786498250426654,0,0,22.918797028537767,11,1
263.30203312141384,-0.7385626787554991,3,4,131.51383397862745,1,1
373.7618276515734,4.758203924617607,3,6,179.5608855629431,10,0
285.39523941754635,1.5213344898788401,4,5,163.45764207584332,2,0
278.17822246986043,-0.11057641143680652,0,0,112.1597468489056,2,1
166.59912630953977,2.6557028203836306,2,4,166.78329809368506,3,1
424.3039502909536,4.389954871690276,3,4,20.848001023616867,3,0
376.2055604529877,0.5107471924779023,0,5,176.0107460712228,9,0
173.1654380624952,3.360233330733002,3,2,98.51980468140552,10,1
275.39090890647515,-0.402567745043624,3,4,135.66337545948412,10,1
